Course,Title,CourseType,Instructor,StartDate,EndDate,Weekdays,StartTime,EndTime,Location,RoomType,Enrolled,Credits
EXP 0051 CF,Experimental College,LEC,James Samuel A,9/2/14,12/8/14,W,4:30 PM,7:00 PM,M190 205A,Conference Room,12,1
EXP 0052 CF,Experimental College,LEC,Bambrick Gail,9/2/14,12/8/14,W,6:00 PM,8:30 PM,M002 007,Classroom,41,1
EXP 0053 CF,Experimental College,LEC,Jones Khary,9/2/14,12/8/14,MW,6:00 PM,9:00 PM,M007 001,Classroom,9,1
EXP 0053 CF,Experimental College,LEC,Jones Khary,9/2/14,12/8/14,MW,6:00 PM,9:00 PM,M024 103,Open Laboratory,9,1
EXP 0055 F,Experimental College,LEC,Giltinan Garvan,9/2/14,12/8/14,W,6:00 PM,8:30 PM,M086 112,Classroom,16,1
EXP 0059 F,Experimental College,LEC,Chitre Nanda,9/2/14,12/8/14,R,6:00 PM,8:30 PM,M086 110,Classroom,19,1
EXP 0064 F,Experimental College,LEC,Sloboda Lara N,9/2/14,12/8/14,M,6:00 PM,8:30 PM,M086 012,Classroom,7,1
EXP 0074 F,Experimental College,LEC,Rickard Erika,9/2/14,12/8/14,M,6:00 PM,8:30 PM,M086 002,Classroom,13,1
EXP 0076 F,Experimental College,LEC,Spears Sonja,9/2/14,12/8/14,T,6:00 PM,8:30 PM,M086 111,Classroom,9,1
EXP 0084 F,Experimental College,LEC,Volk Jan,9/2/14,12/8/14,M,6:00 PM,8:30 PM,M038 016,Classroom,19,1
EXP 0090 AF,Experimental College,LEC,Gittleman Robyn S,9/2/14,12/8/14,M,12:00 PM,1:15 PM,M041 205,Conference Room,18,1.5
EXP 0090 BF,Experimental College,LEC,Woolf Howard S,9/2/14,12/8/14,M,12:00 PM,1:15 PM,M024 314,Classroom,10,1.5
EXP 0091 AF,Experimental College,LEC,Cohen Steven D,9/2/14,12/8/14,M,12:00 PM,1:00 PM,M027 007,Seminar Room,0,1
EXP 0091 F,Experimental College,LEC,Teichman Sherman,9/2/14,12/8/14,TR,3:00 PM,5:30 PM,M027 113,Classroom,17,1
EXP 0190 AF,Cms Senior Colloquium,LEC,Goldberg Leslie,9/2/14,12/8/14,W,12:00 PM,12:50 PM,M019 012,Classroom,24,0.5
EXP 0190 BF,Cms Senior Colloquium,LEC,Dobrow Julie,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M007 118,Classroom,29,0.5
FAH 0001 01,Introduction to World Art I,LEC,Abramson Daniel,9/2/14,12/8/14,MW,10:30 AM,11:20 AM,M019 102,Assembly,84,1
FAH 0001 A,Introduction to World Art I,RCT,TBD,9/2/14,12/8/14,M,4:30 PM,5:20 PM,M118 103,Seminar Room,13,1
FAH 0001 B,Introduction to World Art I,RCT,TBD,9/2/14,12/8/14,M,6:00 PM,6:50 PM,M118 103,Seminar Room,10,1
FAH 0001 C,Introduction to World Art I,RCT,TBD,9/2/14,12/8/14,T,12:00 PM,12:50 PM,M040 006,Classroom,14,1
FAH 0001 D,Introduction to World Art I,RCT,TBD,9/2/14,12/8/14,T,4:30 PM,5:20 PM,M118 103,Seminar Room,14,1
FAH 0001 E,Introduction to World Art I,RCT,TBD,9/2/14,12/8/14,W,3:00 PM,3:50 PM,M040 006,Classroom,15,1
FAH 0001 F,Introduction to World Art I,RCT,TBD,9/2/14,12/8/14,R,12:00 PM,12:50 PM,M019 012,Classroom,6,1
FAH 0001 G,Introduction to World Art I,RCT,TBD,9/2/14,12/8/14,R,6:00 PM,6:50 PM,M118 103,Seminar Room,12,1
FAH 0005 01,Intro Arts Of Asia,LEC,Kaminishi Ikumi,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M024 316,Classroom,21,1
FAH 0008 01,Intro To Architecture,LEC,Abramson Daniel,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M009 106,Classroom,56,1
FAH 0012 01,The Arts Of Japan,LEC,Kaminishi Ikumi,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M024 316,Classroom,14,1
FAH 0025 01,Medieval Architecture,LEC,Overbey Karen E.,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M019 009,Classroom,14,1
FAH 0028 01,Medieval Art Mediterrane,LEC,Hoffman Eva R,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M019 009,Classroom,18,1
FAH 0034 01,Renaissance Venice,LEC,Zolli Daniel,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M019 009,Classroom,14,1
FAH 0050 01,Impressionism&post Impre,LEC,Melius Jeremy,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M019 012,Classroom,35,1
FAH 0055 01,Contemp Art Since 1960,LEC,Steinberg Monica,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M040 005,Classroom,16,1
FAH 0086 01,Latino Art & Vis Cult,LEC,Zavala Zum Brook Adriana,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M010 202,Classroom,18,1
FAH 0092 02,Special Topics,LEC,Harrington James Matthew,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M004 104,Classroom,0,1
FAH 0100 01,Theories&meth Art Hist,LEC,Melius Jeremy,9/2/14,12/8/14,T,12:00 PM,1:15 PM,M118 103,Seminar Room,12,1
FAH 0100 A,Theories&meth Art Hist,RCT,Melius Jeremy,9/2/14,12/8/14,R,12:00 PM,1:15 PM,M118 103,Seminar Room,9,1
FAH 0100 B,Theories&meth Art Hist,RCT,Melius Jeremy,9/2/14,12/8/14,R,12:00 PM,1:15 PM,M040 006,Classroom,3,1
FAH 0101 01,Hist&meth Art History,LEC,Rosenberg Eric M,9/2/14,12/8/14,W,1:30 PM,4:00 PM,M118 103,Seminar Room,13,1
FAH 0125 01,Medieval Architecture,LEC,Overbey Karen E.,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M019 009,Classroom,8,1
FAH 0128 01,Medieval Art Mediterrane,LEC,Hoffman Eva R,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M019 009,Classroom,5,1
FAH 0134 01,Renaissance Venice,LEC,Zolli Daniel,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M019 009,Classroom,8,1
FAH 0155 01,Contemp Art Since 1960,LEC,Steinberg Monica,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M040 005,Classroom,14,1
FAH 0192 01,Special Topics,LEC,McClellan Andrew,9/2/14,12/8/14,T,1:30 PM,4:00 PM,M118 103,Seminar Room,13,1
FAH 0198 01,Undergraduate Seminar,LEC,Overbey Karen E.,9/2/14,12/8/14,T,6:00 PM,9:00 PM,M118 103,Seminar Room,4,1
FAH 0198 02,Undergraduate Seminar,LEC,Rosenberg Eric M,9/2/14,12/8/14,M,1:30 PM,4:00 PM,M118 103,Seminar Room,3,1
FAH 0198 03,Undergraduate Seminar,LEC,Hoffman Eva R,9/2/14,12/8/14,T,9:00 AM,11:30 AM,M118 103,Seminar Room,1,1
FAH 0220 01,Seminar In Medieval Art,LEC,Overbey Karen E.,9/2/14,12/8/14,T,6:00 PM,9:00 PM,M118 103,Seminar Room,10,1
FAH 0260 01,Seminar:mod American/us,LEC,Rosenberg Eric M,9/2/14,12/8/14,M,1:30 PM,4:00 PM,M118 103,Seminar Room,10,1
FAH 0260 02,Seminar:mod American/us,LEC,Rosenberg Eric M,9/2/14,12/8/14,M,1:30 PM,4:00 PM,M118 103,Seminar Room,2,1
FAH 0275 01,Seminar In Art History,LEC,Hoffman Eva R,9/2/14,12/8/14,T,9:00 AM,11:30 AM,M118 103,Seminar Room,6,1
FAH 0275 02,Seminar In Art History,LEC,Hoffman Eva R,9/2/14,12/8/14,T,9:00 AM,11:30 AM,M118 103,Seminar Room,3,1
FAH 0284 01,Collections Management,LEC,Desy Margherita M.,9/2/14,12/8/14,M,6:00 PM,9:00 PM,M024 314,Classroom,14,1
FAH 0285 01,Museums:mission&function,LEC,Robinson Cynthia,9/2/14,12/8/14,R,6:00 PM,9:00 PM,M024 314,Classroom,6,1
FAH 0285 02,Museums:mission&function,LEC,Iacobucci Cara M,9/2/14,12/8/14,R,6:00 PM,9:00 PM,M024 316,Classroom,9,1
FAM 0003 B,Art As Process,LEC,Hull Kata,9/2/14,12/8/14,F,9:30 AM,12:30 PM,M006 109,Classroom,16,0.5
FAM 0005 A,Calligraphy,LEC,Broman-Wright Polly,9/2/14,12/8/14,TR,7:00 PM,10:00 PM,M006 109,Classroom,12,1
FAM 0006 A,Calligraphy: Intermed. to Advc,LEC,Broman-Wright Polly,9/2/14,12/8/14,TR,7:00 PM,10:00 PM,M006 109,Classroom,4,1
FAM 0020 01,Design Foundation,LEC,Breiner Joanne,9/2/14,12/8/14,MW,1:30 PM,4:30 PM,M006 109,Classroom,12,1
FAM 0020 01,Design Foundation,LEC,Breiner Joanne,9/2/14,12/8/14,MW,1:30 PM,4:30 PM,M007 002,Computer Lab,12,1
FAM 0021 01,Design: Inter To Adv,LEC,Breiner Joanne,9/2/14,12/8/14,MW,1:30 PM,4:30 PM,M006 109,Classroom,0,1
FAM 0021 01,Design: Inter To Adv,LEC,Breiner Joanne,9/2/14,12/8/14,MW,1:30 PM,4:30 PM,M006 109,Classroom,0,1
FAM 0022 A,Design: Architectural,LEC,French Jennifer Irene,9/2/14,12/8/14,MW,7:00 PM,10:00 PM,M006 109,Classroom,11,1
FAM 0023 A,Design: Architectural Adv,LEC,French Jennifer Irene,9/2/14,12/8/14,MW,7:00 PM,10:00 PM,M006 109,Classroom,3,1
FAM 0024 01,Drawing: Introduction,LEC,Lyman Mela,9/2/14,12/8/14,F,1:30 PM,4:30 PM,M006 109,Classroom,17,0.5
FAM 0026 A,Drawing: Foundation,LEC,Brodell Maria,9/2/14,12/8/14,TR,7:00 PM,10:00 PM,M006 109,Classroom,18,1
FAM 0026 C,Drawing: Foundation,LEC,Mencoff Greg,9/2/14,12/8/14,MW,7:00 PM,10:00 PM,M006 109,Classroom,13,1
FAM 0026 D,Drawing: Foundation,LEC,Life Justin Roy,9/2/14,12/8/14,MW,1:30 PM,4:30 PM,M006 109,Classroom,16,1
FAM 0027 B,Drawing: Inter To Adv,LEC,Carter Patrick,9/2/14,12/8/14,TR,1:30 PM,4:30 PM,M006 109,Classroom,5,1
FAM 0035 01,Figure Drawing,LEC,Lyman Mela,9/2/14,12/8/14,W,9:30 AM,12:30 PM,M006 109,Classroom,13,0.5
FAM 0039 A,Graphic Design,LEC,Pape Marcy,9/2/14,12/8/14,MW,7:00 PM,10:00 PM,M007 002,Computer Lab,13,1
FAM 0039 A,Graphic Design,LEC,Pape Marcy,9/2/14,12/8/14,MW,7:00 PM,10:00 PM,M007 226,Classroom,13,1
FAM 0040 A,Graphic Design II,LEC,Pape Marcy,9/2/14,12/8/14,MW,7:00 PM,10:00 PM,M007 226,Classroom,2,1
FAM 0040 A,Graphic Design II,LEC,Pape Marcy,9/2/14,12/8/14,MW,7:00 PM,10:00 PM,M007 226,Classroom,2,1
FAM 0052 01,Introduction To Painting,LEC,Belton Susan,9/2/14,12/8/14,F,9:30 AM,12:30 PM,M006 109,Classroom,12,0.5
FAM 0053 01,Intro To Painting Cont'd,LEC,Brown Lizi,9/2/14,12/8/14,F,1:30 PM,4:30 PM,M006 109,Classroom,8,0.5
FAM 0054 01,Painting: Foundation,LEC,Fischman Laura B.,9/2/14,12/8/14,TR,1:30 PM,4:30 PM,M006 109,Classroom,6,1
FAM 0054 02,Painting: Foundation,LEC,Levin Marilyn,9/2/14,12/8/14,MW,7:00 PM,10:00 PM,M006 109,Classroom,4,1
FAM 0055 01,Painting: Inter To Adv,LEC,Fischman Laura B.,9/2/14,12/8/14,TR,1:30 PM,4:30 PM,M006 109,Classroom,0,1
FAM 0055 02,Painting: Inter To Adv,LEC,Levin Marilyn,9/2/14,12/8/14,MW,7:00 PM,10:00 PM,M006 109,Classroom,4,1
FAM 0063 01,Perspective Drawing,LEC,Lyman Mela,9/2/14,12/8/14,T,9:30 AM,12:30 PM,M006 109,Classroom,16,0.5
FAM 0064 A,Photo: Foundation,LEC,Mandel Mike,9/2/14,12/8/14,MW,1:30 PM,4:30 PM,M040 004,Open Laboratory,6,1
FAM 0064 B,Photo: Foundation,LEC,Gardner Dore,9/2/14,12/8/14,TR,1:30 PM,4:30 PM,M040 004,Open Laboratory,6,1
FAM 0064 C,Photo: Foundation,LEC,Mandel Mike,9/2/14,12/8/14,TR,7:00 PM,10:00 PM,M040 004,Open Laboratory,6,1
FAM 0065 A,Photography & Computer,LEC,MacIntyre Thomas Michael,9/2/14,12/8/14,TR,4:00 PM,6:45 PM,M026 105,Class Laboratory,16,1
FAM 0067 01,Inter To Adv Photo,LEC,MacIntyre Thomas Michael,9/2/14,12/8/14,MW,7:00 PM,10:00 PM,M040 004,Open Laboratory,7,1
FAM 0068 01,Printmaking Without A Press,LEC,Yahn Garett,9/2/14,12/8/14,R,7:00 PM,10:00 PM,M006 109,Classroom,13,0.5
FAM 0070 01,Contemporary Portrait,LEC,Brown Lizi,9/2/14,12/8/14,W,9:30 AM,12:30 PM,M006 109,Classroom,13,0.5
FAM 0077 A,Sculpture Foundation,LEC,Star Brenda,9/2/14,12/8/14,MW,1:30 PM,4:30 PM,M006 109,Classroom,12,1
FAM 0093 A,Watercolor,LEC,Finnegan Katharine,9/2/14,12/8/14,TR,1:30 PM,4:30 PM,M006 109,Classroom,12,1
FAM 0094 A,Watercolor: Inter  To Adv,LEC,Finnegan Katharine,9/2/14,12/8/14,TR,1:30 PM,4:30 PM,M006 109,Classroom,4,1
FAM 0098 01,Art As Fashion,LEC,Blotnick Judy,9/2/14,12/8/14,W,9:30 AM,12:30 PM,M006 109,Classroom,13,0.5
FR 0001 A,Elementary French I,LEC,Pearce Tracy E,9/2/14,12/8/14,TRF,8:30 AM,9:20 AM,M086 108,Classroom,14,1
FR 0001 B,Elementary French I,LEC,Rice Anne-Christine,9/2/14,12/8/14,TWF,9:30 AM,10:20 AM,M086 110,Classroom,17,1
FR 0001 C,Elementary French I,LEC,Miller Kerri Lee Conditto,9/2/14,12/8/14,M,9:30 AM,10:20 AM,M086 218,Classroom,10,1
FR 0001 C,Elementary French I,LEC,Miller Kerri Lee Conditto,9/2/14,12/8/14,TR,10:30 AM,11:20 AM,M086 218,Classroom,10,1
FR 0001 D,Elementary French I,LEC,Heitzman Brenna K.,9/2/14,12/8/14,MWF,10:30 AM,11:20 AM,M086 112,Classroom,16,1
FR 0001 E,Elementary French I,LEC,Rice Anne-Christine,9/2/14,12/8/14,TRF,12:00 PM,12:50 PM,M086 101,Classroom,13,1
FR 0001 F,Elementary French I,LEC,Heitzman Brenna K.,9/2/14,12/8/14,MWF,1:30 PM,2:20 PM,M086 101,Classroom,12,1
FR 0002 A,Elementary French II,LEC,Miller Kerri Lee Conditto,9/2/14,12/8/14,TWF,9:30 AM,10:20 AM,M086 108,Classroom,12,1
FR 0002 B,Elementary French II,LEC,Gillette Marie,9/2/14,12/8/14,TRF,12:00 PM,12:50 PM,M086 112,Classroom,9,1
FR 0002 C,Elementary French II,LEC,Kelly Nancy,9/2/14,12/8/14,MWF,1:30 PM,2:20 PM,M086 218,Classroom,10,1
FR 0002 D,Elementary French II,LEC,Poncet-Montange Anne,9/2/14,12/8/14,MTR,6:00 PM,6:50 PM,M086 112,Classroom,9,1
FR 0003 A,Intermed French I,LEC,Miller Kerri Lee Conditto,9/2/14,12/8/14,MW,8:30 AM,9:20 AM,M086 101,Classroom,11,1
FR 0003 A,Intermed French I,LEC,Miller Kerri Lee Conditto,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M086 101,Classroom,11,1
FR 0003 B,Intermed French I,LEC,O'Connor Carrie,9/2/14,12/8/14,MWF,10:30 AM,11:20 AM,M086 109,Classroom,15,1
FR 0003 C,Intermed French I,LEC,O'Connor Carrie,9/2/14,12/8/14,TRF,12:00 PM,12:50 PM,M038 015,Seminar Room,9,1
FR 0003 D,Intermed French I,LEC,Detwiller Ellen,9/2/14,12/8/14,MWF,1:30 PM,2:20 PM,M086 112,Classroom,15,1
FR 0003 E,Intermed French I,LEC,Taieb Anne,9/2/14,12/8/14,F,2:30 PM,3:20 PM,M086 109,Classroom,15,1
FR 0003 E,Intermed French I,LEC,Taieb Anne,9/2/14,12/8/14,TR,1:30 PM,2:20 PM,M086 109,Classroom,15,1
FR 0003 F,Intermed French I,LEC,Kelly Nancy,9/2/14,12/8/14,MWR,4:30 PM,5:20 PM,M086 001,Classroom,11,1
FR 0003 G,Intermed French I,LEC,Heitzman Brenna K.,9/2/14,12/8/14,MW,8:30 AM,9:20 AM,M086 116,Classroom,8,1
FR 0003 G,Intermed French I,LEC,Heitzman Brenna K.,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M086 116,Classroom,8,1
FR 0004 A,Intermed French II,LEC,Pauling David F,9/2/14,12/8/14,MW,8:30 AM,9:20 AM,M086 109,Classroom,12,1
FR 0004 A,Intermed French II,LEC,Pauling David F,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M086 109,Classroom,12,1
FR 0004 B,Intermed French II,LEC,Taieb Anne,9/2/14,12/8/14,MWF,10:30 AM,11:20 AM,M086 218,Classroom,16,1
FR 0004 C,Intermed French II,LEC,Thomas Viola Gertrude,9/2/14,12/8/14,M,9:30 AM,10:20 AM,M086 110,Classroom,11,1
FR 0004 C,Intermed French II,LEC,Thomas Viola Gertrude,9/2/14,12/8/14,TR,10:30 AM,11:20 AM,M086 110,Classroom,11,1
FR 0004 D,Intermed French II,LEC,Detwiller Ellen,9/2/14,12/8/14,F,2:30 PM,3:20 PM,M086 112,Classroom,13,1
FR 0004 D,Intermed French II,LEC,Detwiller Ellen,9/2/14,12/8/14,MW,3:00 PM,3:50 PM,M086 112,Classroom,13,1
FR 0004 RA,Intermed French II,RCT,Taieb Anne,9/2/14,12/8/14,M,12:00 PM,12:40 PM,M086 220,Classroom,7,1
FR 0004 RB,Intermed French II,RCT,Taieb Anne,9/2/14,12/8/14,M,12:45 PM,1:25 PM,M086 220,Classroom,9,1
FR 0004 RC,Intermed French II,RCT,Taieb Anne,9/2/14,12/8/14,M,6:00 PM,6:40 PM,M086 218,Classroom,9,1
FR 0004 RD,Intermed French II,RCT,Taieb Anne,9/2/14,12/8/14,T,6:45 PM,7:25 PM,M086 218,Classroom,8,1
FR 0004 RE,Intermed French II,RCT,Taieb Anne,9/2/14,12/8/14,W,12:00 PM,12:40 PM,M086 220,Classroom,6,1
FR 0004 RF,Intermed French II,RCT,Taieb Anne,9/2/14,12/8/14,W,12:45 PM,1:25 PM,M086 220,Classroom,8,1
FR 0004 RG,Intermed French II,RCT,Taieb Anne,9/2/14,12/8/14,W,4:30 PM,5:10 PM,M086 005,Classroom,5,1
FR 0021 A,Comp/conv I,LEC,Rice Anne-Christine,9/2/14,12/8/14,TRF,8:30 AM,9:20 AM,M086 116,Classroom,17,1
FR 0021 B,Comp/conv I,LEC,Gillette Marie,9/2/14,12/8/14,TWF,9:30 AM,10:20 AM,M086 102,Classroom,17,1
FR 0021 C,Comp/conv I,LEC,Pauling David F,9/2/14,12/8/14,M,9:30 AM,10:20 AM,M086 001,Classroom,15,1
FR 0021 C,Comp/conv I,LEC,Pauling David F,9/2/14,12/8/14,TR,10:30 AM,11:20 AM,M086 001,Classroom,15,1
FR 0021 D,Comp/conv I,LEC,Poncet-Montange Anne,9/2/14,12/8/14,M,4:30 PM,5:20 PM,M086 112,Classroom,14,1
FR 0021 D,Comp/conv I,LEC,Poncet-Montange Anne,9/2/14,12/8/14,TR,3:00 PM,3:50 PM,M086 102,Classroom,14,1
FR 0021 RA,Comp/conv I,RCT,Taieb Anne,9/2/14,12/8/14,M,12:00 PM,12:40 PM,M086 108,Classroom,10,1
FR 0021 RB,Comp/conv I,RCT,Taieb Anne,9/2/14,12/8/14,M,12:45 PM,1:25 PM,M086 108,Classroom,9,1
FR 0021 RC,Comp/conv I,RCT,Taieb Anne,9/2/14,12/8/14,M,6:45 PM,7:25 PM,M086 102,Classroom,8,1
FR 0021 RD,Comp/conv I,RCT,Taieb Anne,9/2/14,12/8/14,T,6:00 PM,6:40 PM,M086 218,Classroom,8,1
FR 0021 RE,Comp/conv I,RCT,Taieb Anne,9/2/14,12/8/14,W,12:00 PM,12:40 PM,M086 108,Classroom,7,1
FR 0021 RF,Comp/conv I,RCT,Taieb Anne,9/2/14,12/8/14,W,12:45 PM,1:25 PM,M086 108,Classroom,9,1
FR 0021 RG,Comp/conv I,RCT,Taieb Anne,9/2/14,12/8/14,W,5:15 PM,5:55 PM,M086 108,Classroom,9,1
FR 0022 A,Comp/conv II,LEC,Pearce Tracy E,9/2/14,12/8/14,MW,8:30 AM,9:20 AM,M086 102,Classroom,14,1
FR 0022 A,Comp/conv II,LEC,Pearce Tracy E,9/2/14,12/8/14,R,9:30 AM,10:20 AM,M086 102,Classroom,14,1
FR 0022 B,Comp/conv II,LEC,Soos Emese M,9/2/14,12/8/14,TWF,9:30 AM,10:20 AM,M086 109,Classroom,13,1
FR 0022 C,Comp/conv II,LEC,Thomas Viola Gertrude,9/2/14,12/8/14,F,2:30 PM,3:20 PM,M086 113,Classroom,11,1
FR 0022 C,Comp/conv II,LEC,Thomas Viola Gertrude,9/2/14,12/8/14,TR,1:30 PM,2:20 PM,M086 113,Classroom,11,1
FR 0022 RA,Comp/conv II,RCT,Taieb Anne,9/2/14,12/8/14,M,12:00 PM,12:40 PM,M086 109,Classroom,9,1
FR 0022 RB,Comp/conv II,RCT,Taieb Anne,9/2/14,12/8/14,M,12:45 PM,1:25 PM,M086 109,Classroom,7,1
FR 0022 RC,Comp/conv II,RCT,Taieb Anne,9/2/14,12/8/14,W,12:00 PM,12:40 PM,M086 109,Classroom,8,1
FR 0022 RD,Comp/conv II,RCT,Taieb Anne,9/2/14,12/8/14,W,12:45 PM,1:25 PM,M086 218,Classroom,5,1
FR 0022 RE,Comp/conv II,RCT,Taieb Anne,9/2/14,12/8/14,T,5:15 PM,5:55 PM,M086 111,Classroom,6,1
FR 0031 B,Readings In Fr Lit I,LEC,Gasarian Gerard,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M086 111,Classroom,14,1
FR 0031 C,Readings In Fr Lit I,LEC,Schub Claire,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M086 108,Classroom,14,1
FR 0031 D,Readings In Fr Lit I,LEC,Naginski Isabelle H,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M086 111,Classroom,3,1
FR 0121 A,Advanced French Lang I,LEC,Pearce Tracy E,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M086 102,Classroom,14,1
FR 0121 B,Advanced French Lang I,LEC,Soos Emese M,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M086 334,Classroom,9,1
FR 0191 A,Special Topics,LEC,Gasarian Gerard,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M086 109,Classroom,16,1
FR 0191 B,Special Topics,LEC,Pollina Vincent,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M086 112,Classroom,3,1
FR 0191 C,Special Topics,LEC,Schub Claire,9/2/14,12/8/14,MW,10:30 AM,11:45 AM,M086 102,Classroom,11,1
FR 0191 D,Special Topics,LEC,Schub Claire,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M086 108,Classroom,16,1
FR 0191 E,Special Topics,LEC,Naginski Isabelle H,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M086 109,Classroom,5,1
GER 0001 A,Elementary German,LEC,Stoessel Saskia,9/2/14,12/8/14,F,9:30 AM,10:20 AM,M086 103,Classroom,16,1
GER 0001 A,Elementary German,LEC,Stoessel Saskia,9/2/14,12/8/14,TW,9:05 AM,10:20 AM,M086 103,Classroom,16,1
GER 0001 B,Elementary German,LEC,Pfaffinger Doris,9/2/14,12/8/14,M,9:30 AM,10:20 AM,M086 002,Classroom,16,1
GER 0001 B,Elementary German,LEC,Pfaffinger Doris,9/2/14,12/8/14,TR,10:30 AM,11:45 AM,M086 002,Classroom,16,1
GER 0001 C,Elementary German,LEC,Nguyen Anh,9/2/14,12/8/14,M,4:30 PM,5:20 PM,M086 107,Classroom,8,1
GER 0001 C,Elementary German,LEC,Nguyen Anh,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M086 002,Classroom,8,1
GER 0003 A,Intermediate German,LEC,Wilczek Markus,9/2/14,12/8/14,F,9:30 AM,10:20 AM,M086 218,Classroom,11,1
GER 0003 A,Intermediate German,LEC,Wilczek Markus,9/2/14,12/8/14,TW,9:05 AM,10:20 AM,M086 218,Classroom,11,1
GER 0003 B,Intermediate German,LEC,Pfaffinger Doris,9/2/14,12/8/14,F,12:00 PM,12:50 PM,M086 005,Classroom,10,1
GER 0003 B,Intermediate German,LEC,Pfaffinger Doris,9/2/14,12/8/14,TR,12:00 PM,1:15 PM,M086 005,Classroom,10,1
GER 0003 C,Intermediate German,LEC,Grimm Geraldine A,9/2/14,12/8/14,M,4:30 PM,5:20 PM,M086 116,Classroom,13,1
GER 0003 C,Intermediate German,LEC,Grimm Geraldine A,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M086 116,Classroom,13,1
GER 0021 A,Grammar/review/compositn,LEC,Pfaffinger Doris,9/2/14,12/8/14,TWF,9:30 AM,10:20 AM,M086 113,Classroom,10,1
GER 0021 B,Grammar/review/compositn,LEC,Stoessel Saskia,9/2/14,12/8/14,MWF,10:30 AM,11:20 AM,M086 001,Classroom,14,1
GER 0061 01,Survey German Lit I,LEC,Grimm Geraldine A,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M086 109,Classroom,11,1
GER 0068 01,Martin Luther:man & Era,LEC,Brown Daniel W,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M086 318,Classroom,2,1
GER 0085 01,German Film,LEC,Romero Christiane M,9/2/14,12/8/14,R,3:00 PM,4:15 PM,M086 011,Classroom,12,1
GER 0085 01,German Film,LEC,Romero Christiane M,9/2/14,12/8/14,T,3:00 PM,5:20 PM,M086 011,Classroom,12,1
GER 0091 01,Special Topics,LEC,North Paul,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M086 106,Lounge,1,1
GER 0091 02,Special Topics,LEC,Densky Doreen,9/2/14,12/8/14,MW,4:30 PM,5:45 PM,M086 002,Classroom,7,1
GER 0114 01,Ling Appr/2nd Lang Acq,LEC,Stoessel Saskia,9/2/14,12/8/14,W,4:30 PM,7:15 PM,M086 116,Classroom,2,1
GER 0121 01,Advanced German,LEC,Romero Christiane M,9/2/14,12/8/14,M,9:30 AM,10:20 AM,M086 107,Classroom,13,1
GER 0121 01,Advanced German,LEC,Romero Christiane M,9/2/14,12/8/14,TR,10:30 AM,11:20 AM,M086 107,Classroom,13,1
GER 0151 01,18th Cent German Writers,LEC,Ascher Gloria J,9/2/14,12/8/14,TR,1:30 PM,2:45 PM,M086 002,Classroom,2,1
GER 0185 01,German Film,LEC,Romero Christiane M,9/2/14,12/8/14,R,4:30 PM,5:45 PM,M086 011,Classroom,4,1
GER 0185 01,German Film,LEC,Romero Christiane M,9/2/14,12/8/14,T,3:00 PM,5:20 PM,M086 011,Classroom,4,1
GER 0191 01,Special Topics,LEC,North Paul,9/2/14,12/8/14,MW,1:30 PM,2:45 PM,M086 106,Lounge,2,1
GIS 0101 01,Intro To Gis,LEC,Maheshwari Sudha,9/2/14,12/8/14,TR,4:30 PM,5:45 PM,M010 208,Computer Lab,17,1
GRK 0001 01,Elem Ancient Greek I,LEC,Hirsch Steven W,9/2/14,12/8/14,TR,3:00 PM,4:15 PM,M010 202,Classroom,9,1
GRK 0007 01,Greek Classics,LEC,Beaulieu Marie-Claire,9/2/14,12/8/14,MW,3:00 PM,4:15 PM,M010 124,Seminar Room,5,1
